"id"	"author"	"title"	"subtitle"	"year"	"translator"	"publisher"	"published_location"	"edition"	"comment"	"Alter Link im Kommentar?"	"Online-Ausgabe"	"Kommentar JH"																																																																																	
"3371"	"Unbekannt"	"P. Hippolyt Helyots ausführliche Geschichte aller geistlichen und weltlichen Kloster- und Ritterorden für beyderley Geschlecht"	"in welcher deren Usprung, Stiftung, Regeln, Anwachs, und merkwürdigste Begebenheiten, die aus ihnen enstandenen oder auch nach ihren Mustern gebildeten Brüderschaften und Congregationen, imgleichen der Verfall und die Aufhebung einiger, nebst der Vergrößerung anderer, durch die mit ihnen vorgenommenen Verbesserungen, wie auch die Lebensbeschreibungen der Stifter und Verbesserer hinlänglich vorgestellt, und die besondern Kleidungen eines jeden Ordens nebst den Ordenszeichen der Ritter in vielen Kupfern nach dem Leben abgebildet werden. Aus dem Französischen übersetzet"	"1753 - 1756"	"Schwabe, Johann Joachim"	"Arkstee & Merkus"	"Leipzig"		"nach Bibliographie von Fromm [12310] weitere Ausgabe (Leipzig: Gleditsch, 1796)"																																																																																				
"3370"	"Unbekannt"	"Discurs über den Geist des Menschen"	"Aus dem Französischen des Herrn Helvetius, Ihro Maj. der Königinn von Frankreich ersten Leibarztes. Mit einer Vorrede Herrn Joh. Christoph Gottscheds, der Weltweisheit ordentlichen Lehrers zu Leipzig ..."	"1760"	"Forkert, Johann Gabriel"	"Siegert"	"Liegnitz, Leipzig"	"weitere Ausgabe (ebd. 1787) + Mikrofiche-Ausg. d. Ausg. v. 1760 (München [u.a.]: Saur, 1994)"																																																																																					
"3369"	"Unbekannt"	"Färbekunst oder Unterricht, Wolle und wollene Zeuge zu färben, nebst Vorschriften wegen der Prüfungen durch Absieden"	"Aus dem Französischen übersetzt und mit einer Anweisung zur Seidenfärberey versehen von Herrn Abraham Gotthelf Kästner Hofrath und ordentlichem Lehrer zu Göttingen"	"1751"	"Kästner, Abraham Gotthelf"	"Richter"	"Altenburg"	"weitere Ausgaben (ebd. 1765, 1790)"																																																																																					
"3368"	"Unbekannt"	"Die vornehmeren in dem Hochwürdigen Sacramente des Altars erneuerten Geheimnüssen des Lebens Jesu Christi"	"vorgestellt v. P. Ignatius Volckenstein"	"1738"	"Volckenstein, Ignatius"		"Mainz"		"aus Bibliographie von Fromm [12279]"																																																																																				
"3367"	"Unbekannt"	"Wunderseltsame Geschichte der Bärte und der spitzen Kapuzen der Ehrw. P. P. Kapuziner, desgleichen der grimmigen Anfälle welche die Ehrw. P. P. Franziskaner oft auf beide gethan haben"	"nebst einer Untersuchung des Vorgehens der P. P. Franziskaner: daß der heilige Franziskus so wie Christus gekreuzigt worden. Aus dem Französischen übersezt"	"1780"	"Trost, Karl Friedrich"	"Biner"			"nach Bibliographie von Fromm [11846] frühere Ausgabe (Den Haag: 1740)"																																																																																				
"3366"	"Unbekannt"	"Rede welche im Jahre 1755 den Preis der Beredsamkeit bey der französischen Akademie davongetragen hat"	"Verfasset v. B. V. G\'"	"1755 [nach]"	"Unbekannt"	"Widmanstätter"	"Grätz"		"aus Bibliographie von Fromm [11803]"																																																																																				
"3365"	"Unbekannt"	"Die Harmonie: Eine Rede"	"aus dem Frantzösischen des Herrn [J. B. L.] Greßets übersetzt"	"1752"	"Wolf, A. F."	"Voß"	"Verlin"		"Die Widmung ist unterzeichnet vom Übers.: A. F. W.; Nachname des Übersetzers nach Bibliographie von Fromm [11620]"																																																																																				
"3364"	"Unbekannt"	"Bericht von der Belagerung und Vertheidigung einer Vestung"		"1709"	"Unbekannt"	"Hoffmann & Strack"	"Nürnberg"	"weitere Ausgaben (Nürnberg: Monath, 1737; Breslau, Leipzig : Pietsch, 1754) + Mikrofilm-Ausgabe d. Ausg. v. 1754 (Tübingen: Univ.-Bibl.)"																																																																																					
"3363"	"Unbekannt"	"Die christliche Beredsamkeit nach ihrem innerlichen Wesen und in der Ausübung"	"vorgestellt von Blaise Gisbert. Aus dem Franz. übers. von Johann Valentin Kornrumpff, Rector der Schule zu Querfurt"	"1740"	"Kornrumpf, Johann Valentin"	"Martini"	"Leipzig"	"weitere Ausgabe (Augsburg, Innsbruck: Wolff, 1759)"																																																																																					
"3362"	"Unbekannt"	"Spiegel der Unschuld: das ist: lebhafte und wahre Anzeige, wie die Unschuld erhalten, oder nach der Sünd wieder hergestellet könne werden"	"anfänglich von Antonio Girard ... in frantz. Sprach vorgestellet. Nunmehro aber ... in das Teutsche übers. ..."	"1748"	"Carl, Amadeus"	"Vötter"	"München"	"+ Mikrofiche-Ausgabe (Wildberg: Belser Wiss. Dienst, 1999)"	"nach Bibliographie von Fromm [10980] erschienen München, Salzburg: Mertz & Mayer, 1752"																																																																																				
"3361"	"Unbekannt"	"Des Herrn Gautier, ehemaligen königlich-französischen Ingenieurs und Aufsehers über die Brücken, Dämme, Land- und Stadtstraßen Tractat von der Anlegung und dem Bau der Wege und Stadtstraßen"	"Mit Kupfern. Aus dem Französischen übersetzt und mit Anmerkungen erläutert von einem herzogl. braunschweig- und lüneb. Officier und Ingenieur"	"1759"	"Unbekannt"	"Jacobi"	"Leipzig"	"weitere Ausgabe (ebd. 1773) + Mikrofiche-Ausg. d. Ausg. v. 1759 (München: Saur, 2004)"																																																																																					
"3360"	"Unbekannt"	"Sammlung von den Gebräuchen und Ceremonien der Wallfarth nach Mecca"	"nebst verschiedenen Schriften welche die Religion die Wissenschaften und die Sitten der Türken betreffen; durch Herrn Galland Königlichen Dollmetscher nach der Amsterdamer Ausgabe von 1754 ins teutsche übersetzet von Johann Georg Angerer"	"1757"	"Angerer, Johann Georg"	"Monath"	"Nürnberg"																																																																																						
"3359"	"Unbekannt"	"Lehr- Geist- und Eiffer-volle Send-Schreiben vom H. Francisco von Sales"	"beschrieben In Sieben Büchern; jedes an besondere Personen, Stands und Würden, mit sehr vielen ... Lehren, Anleitungen und Ermahnungen zum gottseeligen Leben ..."	"1754"	"P. F. Emmanuele à Sancto Maximiliano"	"Mauracher"	"Augsburg"																																																																																						
"3358"	"Unbekannt"	"Herrn Bernhards von Fontenelle, der königl. Pariser Akademie der Wissenschaften beständigen Secretärs, und der französ. Akademie daselbst Mitgliedes, Auserlesene Schriften"	"nämlich von mehr als einer Welt, Gespräche der Todten, und die Historie der heydnischen Orakel; vormals einzeln herausgegeben, nun aber mit verschiedenen Zugaben und schönen Kupfern vermehrter ans Licht gestellet, von Johann Christoph Gottscheden"	"1751"	"Gottsched, Johann Christoph"	"Breitkopf"	"Leipzig"																																																																																						
"3357"	"Unbekannt"	"Geschichte des Polyb: mit den Auslegungen und Anmerkungen des Ritters Herrn von Folard, französischen Obersten; worinne derselbe die Kriegskunst nach allen ihren Theilen ... deutlich und gründlich abgehandelt und in vielen Kupferstichen vorgestellet hat"	"Vermehret mit den vortreflichen Kriegsgedanken des Herrn von Guischardt. Aus dem Französischen übersetzet"	"1759 - 1760"	"Bion, Johann Theobald"	"Trattner"	"Wien"																																																																																						
"3356"	"Unbekannt"	"Herrn Claudius Fleury, Weiland berühmten Abts von Locdieu, Priors von Argenteuil und Königlichen Hofpredigers Algemeine Kirchengeschichte des Neuen Testaments"	"vom Anfang der christlichen Zeitrechnung bis auf gegenwärtige Zeit"	"1752 - 1776"	"Unbekannt"	"Koppe"	"Frankfurt/Main, Leipzig"		"nach Bibliographie von Fromm [9475] früher begonnene Ausgabe (Rostock: Stiller, 1751-1776)"																																																																																				
"3355"	"Unbekannt"	"Der kluge und wohl anführende Hofmeister"		"1756"	"Thenn, Johann Christoph"	"Klett"	"Augsburg"																																																																																						
"3354"	"Unbekannt"	"Hirten-Brief und Kirchen-Befehl, um dem Höchsten ein Dankfest anzustellen, da es ihm gnädigst gefallen, die geheiligte Person des Königs von Frankreich aus Dero Gefahr zu erretten"	"Nachdem der verruchte Franz Damien Denenselben den 6. Jenner 1757 ... einen verräterischen Stich mit einem Messer beygebracht"	"1757"	"Unbekannt"	"Stock"	"Frankfurt"		"[Text franz. u. dt.]; aus Bibliographie von Fromm [9231]"																																																																																				
"3353"	"Unbekannt"	"Des Pater Ludwig Feuillee ... Beschreibung zur Arzeney dienlicher Pflanzen welche in dem Reich des mittägigen America, in Peru und Chily vorzüglich im Gebrauch sind, in dem Land selbst auf Königl. Befehl, in den Jahren von 1709, 1710 und 1711 aufgesetzt"	"nebst verschiedenen andern aus eben desselben Tageregister physischer Beobachtungen gesammelt und zur natürlichen Historie gehörigen Anmerkungen. Aus dem Französischen ins Deutsche übersezet von Georg Leonhard Huth"	"1756 - 1758"	"Huth, Georg Leonhart"	"Seeligmann"	"Nürnberg"	"weitere Ausgabe (ebd. 1766)"																																																																																					
"3352"	"Unbekannt"	"Abhandlungen über den Seidenbau und andere ökonomische Gegenstände"	"nach dem Italiänischen und Dänischen bearbeitet vom geheimen Kanzelisten Tüllmann in Dresden. Herausgegeben und mit Anmerkungen begleitet vom Herrn Schuldirektor Carl Heinrich Nicolai und Herrn Hauskellner Fleischmann"	"1793"	"Unbekannt"	"Walther"	"Dresden"		"beteiligt: Tüllmann, Jacob Heinrich Leopold *1780/90* ; Nikolai, Karl Heinrich *1739-1823*"																																																																																				
"3351"	"Unbekannt"	"Marsilius Landriani k. k. Professors der Experimental-Physik zu Mayland Abhandlung vom Nutzen der Blitzableiter"	"Auf Befehl des Guberniums herausgegeben ; Mit Kupfern / Aus dem Italienischen übersetzt von Gottfried Müller in Wien"	"1786"	"Unbekannt"	"Johann Paul Kraußischen Buchhandlung"	"Wien"																																																																																						
"3350"	"Unbekannt"	"Chymische Abhandlung über das Berliner Blau und das phlogistizirte Alkali"	"Vom Ritter Marsilio Landriani, Mitglied vieler Akademien ... Aus dem Italiänischen übersetzt und mit Anmerkungen begleitet"	"1784"	"Unbekannt"	"Ludwig Philipp Wegener"	"Berlin"																																																																																						
"3349"	"Unbekannt"	"Marsilio Landriani physikalische Untersuchungen über die Gesundheit der Luft"	"aus dem Italiänischen übersezt"	"1778"	"Unbekannt"	"Karl August Serini"	"Basel"																																																																																						
"3348"	"Unbekannt"	"Herrn Franz Salignac de la Motte Fenelon Erzbischofen zu Cammerich Kunst glücklich zu regieren"	"mit nützlichen Reglen zur klugen Einrichtung und Verwaltung eines Staats"	"1751"	"Gerhardi, T. Christian"	"Gaum"	"Ulm"																																																																																						
"3347"	"Unbekannt"	"Abhandlung von unverbrennlichen Gebäuden und der Art und Weise, wie solche vermittelst platter Gewölbe und Dächer aus Ziegelsteinen und Gips ohne Zimmerarbeit zu bauen sind"	"Aus dem Französischen des Erfinders Herrn Grafen d\'Espie"	"1760"	"Molter, Friedrich"	"Macklot"	"Frankfurt, Leipzig"	"weitere Ausgabe (ebd. 1774) + Mikrofiche-Ausg. d. Ausg. v. 1760 (1994)"	"Übersetzer nach Bibliographie von Fromm [8660]"																																																																																				
"3346"	"Unbekannt"	"Das Eigene der Völkerschaften"	"Aus dem Französischen übersetzt von Johann Christian Messerschmid"	"1754"	"Messerschmid, Johann Christian"	"Richter"	"Altenburg"	"+ Mikrofiche-Ausg. (Göttingen: Niedersächsische Staats- und Universitätsbibliothek, 1995)"	"nach Bibliographie von Fromm [8659] Verlag Hennings"																																																																																				
"3345"	"Unbekannt"	"Christliche Sittenlehre: zur Unterweisung seiner Tochter in denen wichtigsten Puncten des Glaubens, der Sitten und der Aufführung in der Welt"	"Aus der Heil. Schrifft gezogen. Wegen ihrer Fürtrefflichkeit aus dem Französischen ins Teutsche übersetzt"	"1720"	"Unbekannt"	"Neue Buchhandlung"	"Halle"		"nach Bibliographie von Fromm [8347] erschienen Halle: Kümmel, 1751"																																																																																				
"3344"	"Unbekannt"	"Vorschläge nach welchen der Transport der Bäume, Landgewächse, Saamen und verschiedener anderer Naturalien über die See zu veranstalten ist"		"1756"	"Oeder, G. C."	"Roth"	"Kopenhagen"		"Übersetzer nach Bibliographie von Fromm [7667]"																																																																																				
"3343"	"Unbekannt"	"Gründlicher Unterricht vom Seidenbau. Oder Johann Baptista du Halde Chinesische Nachrichten, wie mit dem Seiden- und dem dazu nötigen Maulbeerbaumbau zu verfahren"	"welche in dem IIten Theil seiner ausführlichen Beschreibung des Chinesischen Reichs befindlich, wegen ihrer Kürze und Wichtigkeit aber absonderlich zum Druck befördert, und mit kurzen Anmerkungen versehen von einem erfahrnen Freunde des Seidenbaues im Braunschweigischen"	"1753"	"Unbekannt"	"Meißner"	"Wolfenbüttel"		"Ausz. a. d. Orig."																																																																																				
"3342"	"Unbekannt"	"Nachrichten zu Historie der Sitten des achtzehnten Jahrhunderts"	"Aus dem Französischen"	"1753"	"Unbekannt"		"Frankfurt, Leipzig"	"weitere Ausgabe (ebd. 1754)"																																																																																					
"3341"	"Unbekannt"	"Das Fernglas der Arzeneywissenschaft"	"nebst einigen andern Abhandlungen, Schiffe und Häuser vor dem Blitze zu verwahren, ingleichen ganze Städte und Districte vor dem Erdbeben in Sicherheit zu setzen, nebst einer Beschreibung der Erdbeben und verschiedenen neuen Beobachtungen und Entdeckungen in der physikalischen und medicinischen Electricität"	"1775"	"Unbekannt"	"Perrenon"	"Münster"		"von Don Joseph Scudery, Doctor der Weltweisheit und Arzeneywissenschaft auf der Akademie zu Turin. Aus dem Italiänischen übersetzt"																																																																																				
"3340"	"Unbekannt"	"Geschichte des Lebens, der Marter und der Wunderwerke des heiligen Johannes von Nepomuck Domherrn zu Prag, wie auch vieler Gnaden, welche von Gott durch die Fürbitte dieses Heiligen sind verliehen worden"	"Aus den Prozessen seiner Heiligsprechung, Italiänisch zu Rom 1729, heute 1773 aber zu Wien deutsch verfaßt / [Bartolomeo Antonio Passi]. Herausgegeben durch Franzen Christoph von Scheyb auf Gauböckelheim, Patrizius zu Konstanz, Nied. Oest. Landschaft- und Standessekretarn, .."	"1773"	"Unbekannt"	"Ghelensche Erben"	"Wien"																																																																																						
"3339"	"Unbekannt"	"Sendschreiben des Teufels, an Pabst Clemens XIV."	"Aus dem Italiänischen übersetzt"	"1774"	"Unbekannt"		"Roma"		"Impr. fingiert lt. Weller I, S.108"																																																																																				
"3338"	"Unbekannt"	"Philosophisch-politische Abhandlung über die Gefangennehmung der Schuldnern"		"1773"	"Unbekannt"		"Frankfurt u. Leipzig"																																																																																						
"3337"	"Unbekannt"	"Abhandlung über verschiedene alte Denkmäler der Kunst"	"besonders aus d. Churfürstl. Antiquitätensammlung zu Dresden"	"1771"	"Unbekannt"	"Dyck"	"Leipzig"																																																																																						
"3336"	"Unbekannt"	"Des Herrn Abt Micheleßi Schreiben an den Herrn Visconti, Erzbischof zu Ephesus, und apostolischen Nuntius zu Wien, über die, den 19. Aug. 1772, in Schweden vorgegangene Staatsveränderung"	"Nebst der neuen Regierungsform, und andern dahin gehörigen Reden und Schriften"	"1773"	"Möller, Johann Georg Peter"	"A. F. Röse"	"Greifswald"																																																																																						
"3335"	"Unbekannt"	"Epithalamium dem Herrn Nicolaus Foscarini und der Frau Andriana Barbaro gewiedmet"	"Aus dem Italiänischen übersetzt"	"1770"	"Wegelin, Jacob"	"Decker"	"Berlin"		"Enthalten in:  Poësies de ... Michelessi / Michelessi, Domenico. - Berlin : Decker, 1770"																																																																																				
"3334"	"Unbekannt"	"Abhandlung von den verschiedenen Arten des Getreydes und Brodtes, wie auch von der Verfertigung des Brodtes, und denjenigen Pflanzen, oder Theilen derselben, welche bey der Theuerung zu Brodte oder auch auf andere Art anstatt desselben können gebraucht werden"		"1769"	"Unbekannt"	"Kanter"	"Leipzig"		"enthalten in: Schauplatz der Künste und Handwerke, oder vollständige Beschreibung derselben. - Erlangen [u.a.], Bd. 8.1769 (Seiten 669-784)"																																																																																				
"3333"	"Unbekannt"	"Memorial von einem italienischen Arzte den preiswürdigen Gesellschaften und Schulen der Arztneykunst in Italien vorgelegt über die Nothwendigkeit und Art, die Artzneykunst von der greulichen Krankheit der Charlatanerie zu heilen"		"1768"	"Hirzel, Hans Caspar"	"Fueßlin"	"Zürich"																																																																																						
"3332"	"Unbekannt"	"Erklärung einer Egyptischen Spitz-Säule, welche vor dem Lateran in Rom zu finden ist, und die Säule des heiligen Johannis genannt wird"	"zum besseren Verstande des ersten Theils der Hierogl. des Warburton. Pariser Edit. 1764. pag. 122. : Aus dem Italienischen übersetzt"	"1768"	"Unbekannt"		"Berlin"																																																																																						
"3331"	"Unbekannt"	"Antonio Cocchi D. M. vom Ehestande"	"Aus dem Italienischen ; Nebst einem Fragment den Ehestand betreffend"	"1766"	"Unbekannt"	"Wever"	"Berlin"																																																																																						
"3330"	"Unbekannt"	"Merkwürdiges Schreiben an einen Bischoff, ob es erlaubt seye, denen Jesuiten das Predigen und Beichtsitzen weiter zu gestatten"	"zur Erläuterung der neuesten Geschichte dieses Ordens aus dem Italiänischen übersetzt, und mit Anmerkungen begleitet"	"1761"	"Unbekannt"																																																																																								
"3329"	"Unbekannt"	"Pars ... des berühmten italiänische[n] Ritters Caesaris Ripae allerley Künsten und Wissenschafften dienlicher Sinnbildern und Gedancken"	"welchen jedesmahlen eine hierzu taugliche Historia oder Gleichnis beygefüget dermahliger Autor und Verleger Joh. Georg Hertel in Augspurg."	"1760 ca."	"Unbekannt"	"Hertel"	"Augsburg"		"Text lat. und dt."																																																																																				
"3328"	"Unbekannt"	"Umständlich-wahrhafte Beschreibung, so wohl des grausamen Unternehmens gegen Ihro Majestät dem König in Portugal Josephum I., welches an allerhöchst-deroselben geheiligten Person d. 3. Sept. 1758. ausgeübet, als auch d. grossen und merkwürdigen Execution, welche in Lisabon d. 13den Jan. 1759. an diesen Hochverräthern vollzogen worden"	"aus d. Ital. in d. Teutsche übers., und mit schönen Kupf. erkläret"	"1759"	"Unbekannt"																																																																																								
"3327"	"Unbekannt"	"Italiänische und deutsche Gespräche, wie man itzt gewöhnlich in Italien redet"	"Dialogi italiani e tedesci come si parla a desso comunemente in Italia"	"1757"	"Bachenschwanz, Leberecht"	"Jacobi"	"Leipzig"		"zweisprachige Ausgabe"																																																																																				
"3326"	"Unbekannt"	"Des Herrn Dorell eines Englischen Lords Unterrichteter Edelmann"	"das ist: Anleitung eines jungen von Adel zu einem tugendhaften und beglückten Leben : Nach der sechsten Englischen und dritten Italiänischen Ausgabe zum Nutzen und Ergötzung sowohl der Adelichen als Gelehrten in das Teutsche übersezet"	"1754"	"Unbekannt"	"Joseph Wolff"	"Augsburg, Innsbruck"		"3 Teile"																																																																																				
"3325"	"Unbekannt"	"Der Asiatische Avanturier, Oder merckwürdige Reisen eines Türckischen Aga Sohn Ibrahim Abdulahly, nach seiner Bekehrung aber Christian Sigismund genannt"	"aus dem Italiän. ins Deutsche übers"	"1754"	"Unbekannt"		"Frankfurt u. Leipzig"																																																																																						
"3324"	"Unbekannt"	"Ablaß-Kalender Der Gnaden-vollen Ertz-Bruderschafft Mariæ von Trost, Oder Der Schwartz-Ledern Gürtel der Heiligen Mutter Monicæ, in Baar eingesetzet"	"Worinnen Die Ablaß, welche durch das ganze Jahr hindurch von Tag zu Tag zugewinnen, ... ausführlich beschrieben ; Anfangs in Italiänischer Sprach heraus gegeben, nun aber in das Teutsche übersetzet, und mit nohtwendigen Vor-Erinnerungen erläuteret"	"1753"	"Unbekannt"	"Heinrich Antoni Schäll"	"Zug"	"Zug: Blunschi, 1763
Freiburg i. Br. : Satron, 1766"																																																																																					
"3323"	"Unbekannt"	"Auszug seiner Natur-Geschichte des Adriatischen Meers den Boden des Meers zu untersuchen, nebst Instrumenten in solcher Tiefe zu fischen"	"von Classen der Meerpflantzen, der Polyparen, der Thierpflantzen und Pflantzenthiere : oder Uebergang der Natur vom Pflantzenreiche zum Thierreiche ; Nebst Leonhard Sesler\'s Anhange einer besonderen Bergpflantze, Vitaliana ; Aus dem Italiänischen übersetzet und mit nöthigen Kupfern versehen"	"1753"	"Unbekannt"	"Franck"	"Halle"		"enthaltenes Werk: Leonhard Seslers Anhang einer besonderen Bergpflantze, Vitaliana : Aus dem Italiänischen übersetzet und mit nöthigen Kupfern versehen; Sesler, Lionhard"																																																																																				
"3322"	"Unbekannt"	"Leonhard Seslers Anhang einer besonderen Bergpflantze, Vitaliana"	"Aus dem Italiänischen übersetzet und mit nöthigen Kupfern versehen"	"1753"	"Unbekannt"	"Franck"	"Halle"		"enthalten in: Auszug seiner Natur-Geschichte des Adriatischen Meers den Boden des Meers zu untersuchen, nebst Instrumenten in solcher Tiefe zu fischen; von Classen der Meerpflantzen, der Polyparen, der Thierpflantzen und Pflantzenthiere : oder Uebergang der Natur vom Pflantzenreiche zum Thierreiche ; Nebst Leonhard Sesler\'s Anhange einer besonderen Bergpflantze, Vitaliana ; Aus dem Italiänischen übersetzet und mit nöthigen Kupfern versehen / Donati, Vitaliano. - Halle : Franck, 1753"																																																																																				
"3321"	"Unbekannt"	"Die schöne Cadmäna und Ambrosine, Oder die wunderbaren Geschichte zweyer Griechischen Frauenzimmer, was dieselbigen vor seltsame Begebenheiten von Jugend an in unterschiedenen Welt-Gegenden zu Wasser und Lande ... ausgestanden ..."	"aus dem Italiän. in Teutsche übers. / alles nach dem eigentlichen und wahrhaften Inhalt aufgezeichnet und hrsg. von Hilarius Hirkaesi"	"1751"	"Unbekannt"		"Frankfurt u. Leipzig"																																																																																						
"3320"	"Unbekannt"	"Philosophische und moralische Gedancken von der Freundschaft"	"aus d. Italienischen"	"1751"	"Unbekannt"		"Hamburg"																																																																																						
"3319"	"Unbekannt"	"Michael Colombo\'s microskopische Beobachtungen über verschiedene Arten von Polypen des süssen Wassers und über die Räderthiere"	"in einem Briefe an Johann Nardi / Michael Colombo. Aus dem Ital."	"1793"	"Unbekannt"	"Müller"	"Leipzig"																																																																																						
"3318"	"Unbekannt"	"Drei zum Medicinalwesen gehörige Abhandlungen"	"1. Entwurf zur Einrichtung einer klinischen Schule. 2. Entwurf zur Errichtung eines chirurgisch-medicinischen Collegiums zu Pavia. 3. Apothekerordnung für die oesterr. Lombardie"	"1794"	"Unbekannt"	"Feind"	"Leipzig"		"deutsche Uebersetzung umfasst drei Abhandlungen, italienische Version (aus dem lateinischen uebersetzt), die zur deutschen Uebersetzung diente, wurde hier nur partiell gefunden (Piano di Scuola Clinica entspricht der ersten der drei Abhandlungen)"																																																																																				
"3317"	"Unbekannt"	"Über die Hypochondrie : hypochondrische Flatulenz-Windsucht und die übrigen Blähungsbeschwerden"	"aus dem Ital. übers. ; mit Anmerkungen des Übers."	"1794"	"Unbekannt"		"Leipzig"	"Ofen, ... : Verlegt auf Kosten der Herausgeber, 1799 [Giovanni Verardo Zeviani über die Hypochondrie, hypochondrische Flatulenz, Windsucht und die übrigen Blähungsbeschwerden. Ärzten, besonders aber Hypochondristen gewidmet. Aus dem Italienischen übersetzt. Mit Anmerkungen des Uebersetzers]"																																																																																					
"3316"	"Unbekannt"	"Norbert Hadrawa\'s freundschaftliche Briefe über verschiedene auf der Insel Capri entdeckte und ausgegrabene Alterthümer"	"Aus dem Italiänischen übersezt ; Mit Kupfern"	"1794"	"Unbekannt"	"Walther"	"Dresden"																																																																																						
"3315"	"Unbekannt"	"Betrachtungen über die Sitten dieses Jahrhunderts"		"1759"	"Unbekannt"	"Richter"	"Altenburg"																																																																																						
"3314"	"Unbekannt"	"J. B. Palletta\'s anatomisch-pathologische Beobachtungen über die mit Lähmung verbundene Krümmung des Rückgrath\'s"		"1794"	"Closs, Karl Friedrich"	"Heerbrandt"	"Tübingen"																																																																																						
"3313"	"Unbekannt"	"Caroli Drelincourt Entdeckter Betrug des von der Römischen Kirchen vorgeschützen Alterthums"	"Nunmehro aus den Kirchen-Geschichten erläutert, auf die Umstände jetziger Zeiten gerichtet, und aus der Frantzösischen in die teutsche Sprache übertragen von Georg Fabricius, Professoren der Kirchen-Geschichten bey der Academie zu Herborn"	"1754"	"Fabricius, Georg Adam"		"Herborn"		"Erscheinungsort nach Bibliographie von Fromm [7392]"																																																																																				
"3312"	"Unbekannt"	"Über die Kuhpocken"		"1801"	"Unbekannt"		"Wien"																																																																																						
"3311"	"Unbekannt"	"Belehrung an das Volk um sich vor der Ansteckung der Blattern zu hüten"	"nebst praktischer Anleitung zur Einimpfung derselben"	"1797  - 3.Aufl."	"Unbekannt"	"Camesina"	"Wien"																																																																																						
"3310"	"Unbekannt"	"Ueber die beste Art und den Nutzen der Pockeneinimpfung"		"1757 [1797] - 2.Aufl."	"Unbekannt"	"Merz [und] Meyer"	"München; Augsburg"	"Wien: A. A. Patzowsky, 1795"	"Angeb: Gutachten über das Einbelzen der Kinderblattern, ob es einzufuehren rathsam und für das gemeine Wesen nuetzlich sey"																																																																																				
"3309"	"Unbekannt"	"Beschreibung und Zergliederung der Krampfrochen"	"Aus dem Italienischen übersetzt von J. G. Schneider"	"1795"	"Schneider, J. G."	"Schäfer"	"Leipzig"																																																																																						
"3308"	"Unbekannt"	"Vicq d\'azyrs anatomische Kennzeichen der Fische"		"1795"	"Unbekannt"	"Schäfer"	"Leipzig"																																																																																						
"3307"	"Unbekannt"	"Ueber die Anwendung der systeme auf die praktische Heilkunde"	"Eine Rede gehalten zu Pavia / von Peter Moscati. Aus d. Italien. übers."	"1801"	"Unbekannt"	"Schaumburg"	"Wien"																																																																																						
"3306"	"Unbekannt"	"Über eine konvulsivische Krankheit im Waisenhause zu Mayland"	"Aus dem Italienischen / Peter Moscati. An Alois von Careno"	"1796"	"Unbekannt"	"Patzowsky"	"Wien"																																																																																						
"3305"	"Unbekannt"	"Neue Beobachtungen und Versuche über das Blut und über den Ursprung der thierischen Wärme"	"Aus dem Italiänischen übersezt von Carl Heinrich Köstlin"	"1780"	"Köstlin, Carl Heinrich"	"Johann Benedict Mezler"	"Stuttgart"																																																																																						
"3304"	"Unbekannt"	"Von dem körperlichen wesentlichen Unterscheide zwischen der Structur der Thiere und der Menschen"		"1771"	"Beckmann, Johann"	"Verlag der Wittwe Vandenhoeck"	"Göttingen"																																																																																						
"3303"	"Unbekannt"	"Kurze Lebensbeschreibung und Wunder des seligen Vaters Leonhard da Porto Maurizio, apostol. Missionars Franziskanerordens ..."	"... in Druck gegeben von V. Joseph Maria di Masserano ; Aus d. Ital. ... übers. durch einen Ordensmann / Giuseppe Maria da Masserano"	"1798"	"Unbekannt"		"Bolzen"																																																																																						
"3302"	"Unbekannt"	"New Pacification Edict: Des jüngst abermalen in Franckreich erfolgten, vnd den 14. Maij am Parlament zu Pariß publicirten Religion Friedens"	"Auß dem Frantzösischen Gedruckten Exemplar getrewlich verdeutschet"	"1576"	"Unbekannt"																																																																																								
"3301"	"Unbekannt"	"Betrachtungen Uber die wieder Vereinigung Der Protestanten"	"A. d. Frantzös. in die Teutsche Sprache übers."	"1717 [oder später]"	"Unbekannt"		"Berlin"																																																																																						
"3300"	"Unbekannt"	"Auserlesene Reden über verschiedene wichtige Wahrheiten der christlichen Religion, denen noch beygefüget sind Betrachtungen über die Wiedervereinigung der Protestanten"	"aus der frantzösichen in die teutsche Sprache übers."	"1717"	"Unbekannt"		"Frankfurt"																																																																																						
"3299"	"Unbekannt"	"Relation Und Information Dessen waß sich, in Materia Status & Belli zwischen dem König, Parlamenten, und Printzen, der Cron Franckreich, Vom Jahr 1648. biß ins 53. Jahr zugetragen und verlauffen. Alles von einem vornehmen Herrn deß Estats, trewlich beschrieben ..."	"Jetzo allen begierenden Gemüthern zu ihrem Contenement, auß dem Frantzösischen ins hohe Teutsch versetzet"	"1653"	"Unbekannt"	"Schönwetter ; Kempffer"	"Frankfurt"																																																																																						
"3298"	"Unbekannt"	"Kurtzer Begriff der streitigen Puncten : oder Summarischer Inhalt der Irrthumen Römischer Kirchen ; sampt Wiederlegung derselbigen mit ausslrücklichen Sprächen der H. Schrifft"	"Nunmehr auss dem Frantzösischen ... übersetzt / Carl Drelincourt"	"1654"	"Unbekannt"		"Marburg"																																																																																						
